model_id,family,generation,size,variant,attribute,layer,layer_normalized,mean_accuracy,std_accuracy
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,18,0.5806451612903226,0.8,0.09999999999999999
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,19,0.6129032258064516,0.8,0.09999999999999999
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,20,0.6451612903225806,0.8,0.09999999999999999
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,21,0.6774193548387096,0.8,0.09999999999999999
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,22,0.7096774193548387,0.775,0.09354143466934853
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,23,0.7419354838709677,0.75,0.11180339887498948
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,24,0.7741935483870968,0.775,0.09354143466934853
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,25,0.8064516129032258,0.775,0.09354143466934853
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,26,0.8387096774193549,0.75,0.11180339887498948
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,27,0.8709677419354839,0.775,0.09354143466934853
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,28,0.9032258064516129,0.775,0.09354143466934853
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,29,0.9354838709677419,0.775,0.09354143466934853
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,30,0.967741935483871,0.75,0.13693063937629152
mistralai/Mistral-7B-v0.3,mistral,Mistral v0.3,7B,base,gender,31,1.0,0.75,0.13693063937629152
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,0,0.0,0.5,0.07905694150420949
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,1,0.03225806451612903,0.625,0.07905694150420949
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,2,0.06451612903225806,0.65,0.09354143466934853
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,3,0.0967741935483871,0.65,0.049999999999999996
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,4,0.12903225806451613,0.675,0.06123724356957945
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,5,0.16129032258064516,0.725,0.09354143466934853
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,6,0.1935483870967742,0.725,0.09354143466934853
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,7,0.22580645161290322,0.725,0.1457737973711325
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,8,0.25806451612903225,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,9,0.2903225806451613,0.75,0.0
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,10,0.3225806451612903,0.75,0.0
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,11,0.3548387096774194,0.75,0.07905694150420949
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,12,0.3870967741935484,0.725,0.049999999999999996
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,13,0.41935483870967744,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,14,0.45161290322580644,0.75,0.07905694150420949
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,15,0.4838709677419355,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,16,0.5161290322580645,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,17,0.5483870967741935,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,18,0.5806451612903226,0.775,0.09354143466934853
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,19,0.6129032258064516,0.775,0.09354143466934853
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,20,0.6451612903225806,0.775,0.09354143466934853
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,21,0.6774193548387096,0.775,0.1224744871391589
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,22,0.7096774193548387,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,23,0.7419354838709677,0.775,0.09354143466934853
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,24,0.7741935483870968,0.775,0.09354143466934853
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,25,0.8064516129032258,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,26,0.8387096774193549,0.725,0.1224744871391589
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,27,0.8709677419354839,0.725,0.1224744871391589
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,28,0.9032258064516129,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,29,0.9354838709677419,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,30,0.967741935483871,0.75,0.11180339887498948
mistralai/Mistral-7B-Instruct-v0.3,mistral,Mistral v0.3,7B,instruct,gender,31,1.0,0.75,0.11180339887498948
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,0,0.0,0.325,0.12747548783981963
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,1,0.02564102564102564,0.575,0.1274754878398196
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,2,0.05128205128205128,0.725,0.09354143466934853
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,3,0.07692307692307693,0.725,0.09354143466934853
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,4,0.10256410256410256,0.675,0.1274754878398196
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,5,0.1282051282051282,0.725,0.21505813167606566
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,6,0.15384615384615385,0.725,0.2
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,7,0.1794871794871795,0.7,0.203100960115899
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,8,0.20512820512820512,0.725,0.1457737973711325
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,9,0.23076923076923078,0.65,0.1224744871391589
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,10,0.2564102564102564,0.65,0.09354143466934853
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,11,0.28205128205128205,0.675,0.06123724356957946
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,12,0.3076923076923077,0.775,0.09354143466934853
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,13,0.3333333333333333,0.775,0.09354143466934853
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,14,0.358974358974359,0.75,0.13693063937629152
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,15,0.38461538461538464,0.725,0.09354143466934853
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,16,0.41025641025641024,0.725,0.09354143466934853
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,17,0.4358974358974359,0.7,0.06123724356957945
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,18,0.46153846153846156,0.7,0.09999999999999999
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,19,0.48717948717948717,0.8,0.09999999999999999
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,20,0.5128205128205128,0.775,0.09354143466934853
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,21,0.5384615384615384,0.75,0.11180339887498948
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,22,0.5641025641025641,0.75,0.11180339887498948
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,23,0.5897435897435898,0.75,0.11180339887498948
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,24,0.6153846153846154,0.75,0.11180339887498948
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,25,0.6410256410256411,0.775,0.1224744871391589
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,26,0.6666666666666666,0.775,0.1224744871391589
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,27,0.6923076923076923,0.775,0.1224744871391589
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,28,0.717948717948718,0.775,0.1224744871391589
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,29,0.7435897435897436,0.8,0.15
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,30,0.7692307692307693,0.8,0.15
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,31,0.7948717948717948,0.8,0.15
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,32,0.8205128205128205,0.8,0.15
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,33,0.8461538461538461,0.8,0.15
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,34,0.8717948717948718,0.825,0.1274754878398196
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,35,0.8974358974358975,0.825,0.1274754878398196
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,36,0.9230769230769231,0.825,0.1274754878398196
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,37,0.9487179487179487,0.825,0.1274754878398196
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,38,0.9743589743589743,0.8,0.09999999999999999
mistralai/Mistral-Small-24B-Base-2501,mistral,Mistral Small 3,24B,base,gender,39,1.0,0.775,0.1224744871391589
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,0,0.0,0.375,0.11180339887498948
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,1,0.02564102564102564,0.525,0.16583123951777
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,2,0.05128205128205128,0.65,0.049999999999999996
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,3,0.07692307692307693,0.75,0.11180339887498948
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,4,0.10256410256410256,0.65,0.1224744871391589
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,5,0.1282051282051282,0.75,0.1767766952966369
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,6,0.15384615384615385,0.75,0.1767766952966369
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,7,0.1794871794871795,0.75,0.13693063937629152
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,8,0.20512820512820512,0.8,0.1274754878398196
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,9,0.23076923076923078,0.8,0.09999999999999999
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,10,0.2564102564102564,0.725,0.1224744871391589
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,11,0.28205128205128205,0.75,0.15811388300841897
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,12,0.3076923076923077,0.75,0.1767766952966369
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,13,0.3333333333333333,0.7,0.12747548783981963
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,14,0.358974358974359,0.775,0.18371173070873836
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,15,0.38461538461538464,0.775,0.1457737973711325
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,16,0.41025641025641024,0.8,0.1274754878398196
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,17,0.4358974358974359,0.8,0.15
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,18,0.46153846153846156,0.75,0.15811388300841897
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,19,0.48717948717948717,0.775,0.18371173070873836
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,20,0.5128205128205128,0.775,0.18371173070873836
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,21,0.5384615384615384,0.775,0.18371173070873836
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,22,0.5641025641025641,0.725,0.24238399287081647
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,23,0.5897435897435898,0.75,0.2091650066335189
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,24,0.6153846153846154,0.725,0.24238399287081647
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,25,0.6410256410256411,0.775,0.18371173070873836
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,26,0.6666666666666666,0.775,0.18371173070873836
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,27,0.6923076923076923,0.775,0.18371173070873836
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,28,0.717948717948718,0.75,0.2091650066335189
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,29,0.7435897435897436,0.75,0.2091650066335189
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,30,0.7692307692307693,0.75,0.2091650066335189
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,31,0.7948717948717948,0.725,0.2
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,32,0.8205128205128205,0.75,0.2091650066335189
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,33,0.8461538461538461,0.75,0.2091650066335189
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,34,0.8717948717948718,0.725,0.2
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,35,0.8974358974358975,0.8,0.15
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,36,0.9230769230769231,0.775,0.18371173070873836
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,37,0.9487179487179487,0.775,0.1457737973711325
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,38,0.9743589743589743,0.775,0.1457737973711325
mistralai/Mistral-Small-24B-Instruct-2501,mistral,Mistral Small 3,24B,instruct,gender,39,1.0,0.75,0.11180339887498948
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,0,0.0,0.775,0.1224744871391589
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,1,0.024390243902439025,0.575,0.15
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,2,0.04878048780487805,0.625,0.1767766952966369
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,3,0.07317073170731707,0.675,0.15
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,4,0.0975609756097561,0.675,0.15
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,5,0.12195121951219512,0.7,0.09999999999999999
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,6,0.14634146341463414,0.75,0.11180339887498948
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,7,0.17073170731707318,0.725,0.09354143466934853
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,8,0.1951219512195122,0.75,0.2091650066335189
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,9,0.21951219512195122,0.725,0.2
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,10,0.24390243902439024,0.7,0.1695582495781317
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,11,0.2682926829268293,0.7,0.1695582495781317
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,12,0.2926829268292683,0.65,0.1457737973711325
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,13,0.3170731707317073,0.675,0.15
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,14,0.34146341463414637,0.65,0.2150581316760657
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,15,0.36585365853658536,0.65,0.16583123951777
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,16,0.3902439024390244,0.625,0.1767766952966369
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,17,0.4146341463414634,0.6,0.09354143466934853
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,18,0.43902439024390244,0.575,0.1274754878398196
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,19,0.4634146341463415,0.65,0.09354143466934853
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,20,0.4878048780487805,0.675,0.06123724356957946
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,21,0.5121951219512195,0.7,0.06123724356957946
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,22,0.5365853658536586,0.675,0.1274754878398196
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,23,0.5609756097560976,0.75,0.07905694150420949
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,24,0.5853658536585366,0.675,0.09999999999999999
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,25,0.6097560975609756,0.65,0.1457737973711325
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,26,0.6341463414634146,0.775,0.09354143466934853
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,27,0.6585365853658537,0.775,0.09354143466934853
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,28,0.6829268292682927,0.75,0.07905694150420949
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,29,0.7073170731707317,0.8,0.06123724356957946
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,30,0.7317073170731707,0.75,0.11180339887498948
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,31,0.7560975609756098,0.775,0.1224744871391589
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,32,0.7804878048780488,0.8,0.09999999999999999
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,33,0.8048780487804879,0.8,0.09999999999999999
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,34,0.8292682926829268,0.8,0.09999999999999999
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,35,0.8536585365853658,0.8,0.09999999999999999
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,36,0.8780487804878049,0.8,0.09999999999999999
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,37,0.9024390243902439,0.8,0.09999999999999999
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,38,0.926829268292683,0.8,0.15
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,39,0.9512195121951219,0.775,0.1224744871391589
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,40,0.975609756097561,0.775,0.09354143466934853
google/gemma-2-9b,gemma,Gemma 2,9B,base,gender,41,1.0,0.775,0.09354143466934853
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,0,0.0,0.7,0.203100960115899
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,1,0.024390243902439025,0.75,0.11180339887498948
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,2,0.04878048780487805,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,3,0.07317073170731707,0.7,0.1274754878398196
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,4,0.0975609756097561,0.75,0.11180339887498948
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,5,0.12195121951219512,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,6,0.14634146341463414,0.75,0.15811388300841897
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,7,0.17073170731707318,0.725,0.09354143466934853
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,8,0.1951219512195122,0.75,0.11180339887498948
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,9,0.21951219512195122,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,10,0.24390243902439024,0.7,0.1274754878398196
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,11,0.2682926829268293,0.7,0.1
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,12,0.2926829268292683,0.7,0.1
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,13,0.3170731707317073,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,14,0.34146341463414637,0.75,0.11180339887498948
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,15,0.36585365853658536,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,16,0.3902439024390244,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,17,0.4146341463414634,0.7,0.1274754878398196
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,18,0.43902439024390244,0.7,0.1274754878398196
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,19,0.4634146341463415,0.7,0.1274754878398196
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,20,0.4878048780487805,0.7,0.1274754878398196
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,21,0.5121951219512195,0.75,0.15811388300841897
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,22,0.5365853658536586,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,23,0.5609756097560976,0.75,0.11180339887498948
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,24,0.5853658536585366,0.675,0.1274754878398196
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,25,0.6097560975609756,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,26,0.6341463414634146,0.75,0.15811388300841897
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,27,0.6585365853658537,0.7,0.18708286933869706
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,28,0.6829268292682927,0.7,0.18708286933869706
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,29,0.7073170731707317,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,30,0.7317073170731707,0.725,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,31,0.7560975609756098,0.75,0.15811388300841897
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,32,0.7804878048780488,0.775,0.1457737973711325
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,33,0.8048780487804879,0.8,0.1695582495781317
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,34,0.8292682926829268,0.8,0.1695582495781317
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,35,0.8536585365853658,0.775,0.18371173070873836
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,36,0.8780487804878049,0.775,0.18371173070873836
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,37,0.9024390243902439,0.775,0.18371173070873836
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,38,0.926829268292683,0.775,0.18371173070873836
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,39,0.9512195121951219,0.775,0.18371173070873836
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,40,0.975609756097561,0.8,0.15
google/gemma-2-9b-it,gemma,Gemma 2,9B,instruct,gender,41,1.0,0.8,0.15
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,0,0.0,0.675,0.06123724356957946
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,1,0.030303030303030304,0.7,0.1
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,2,0.06060606060606061,0.7,0.1
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,3,0.09090909090909091,0.675,0.06123724356957946
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,4,0.12121212121212122,0.675,0.1274754878398196
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,5,0.15151515151515152,0.7,0.06123724356957946
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,6,0.18181818181818182,0.65,0.09354143466934853
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,7,0.21212121212121213,0.65,0.1224744871391589
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,8,0.24242424242424243,0.7,0.12747548783981963
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,9,0.2727272727272727,0.725,0.1224744871391589
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,10,0.30303030303030304,0.7,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,11,0.3333333333333333,0.75,0.07905694150420949
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,12,0.36363636363636365,0.75,0.11180339887498948
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,13,0.3939393939393939,0.7,0.12747548783981963
