family,generation,size,base_id,instruct_id,attribute,layer,depth_frac,cosine
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,24,0.7272727272727273,-0.0071286726742982864
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,25,0.7575757575757576,-0.009188840713431878
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,26,0.7878787878787878,-0.012321759946644306
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,27,0.8181818181818182,-0.01639147847890854
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,28,0.8484848484848485,-0.03369462490081787
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,29,0.8787878787878788,-0.02714340016245842
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,30,0.9090909090909091,-0.028368856586149727
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,31,0.9393939393939394,-0.02413415493870705
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,32,0.9696969696969697,-0.02253582701086998
gemma,Gemma 3,4B,google/gemma-3-4b-pt,google/gemma-3-4b-it,gender,33,1.0,-0.01995026811660934
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,0,0.0,0.982130765914917
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,1,0.03225806451612903,0.32347336411476135
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,2,0.06451612903225806,0.3743647188705541
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,3,0.0967741935483871,0.520672442993215
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,4,0.12903225806451613,0.6265567914579386
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,5,0.16129032258064516,0.7507272065552719
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,6,0.1935483870967742,0.7768751845881453
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,7,0.22580645161290322,0.839175820350647
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,8,0.25806451612903225,0.8594505786895752
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,9,0.2903225806451613,0.8813859749666437
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,10,0.3225806451612903,0.8893564277503745
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,11,0.3548387096774194,0.8863738111480362
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,12,0.3870967741935484,0.8848806023597717
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,13,0.41935483870967744,0.8902744054794312
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,14,0.45161290322580644,0.9070795719074948
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,15,0.4838709677419355,0.9210808183051098
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,16,0.5161290322580645,0.924347098132795
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,17,0.5483870967741935,0.9332591851508132
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,18,0.5806451612903226,0.9362078271036045
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,19,0.6129032258064516,0.9432175721655829
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,20,0.6451612903225806,0.9476578235626221
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,21,0.6774193548387096,0.9507808655965844
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,22,0.7096774193548387,0.9518259763717651
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,23,0.7419354838709677,0.9556846618652344
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,24,0.7741935483870968,0.9557322263717651
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,25,0.8064516129032258,0.9553077220916748
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,26,0.8387096774193549,0.955227551175806
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,27,0.8709677419354839,0.956200122833252
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,28,0.9032258064516129,0.9578441977500916
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,29,0.9354838709677419,0.9605876756414946
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,30,0.967741935483871,0.9602323174476624
mistral,Mistral v0.3,7B,mistralai/Mistral-7B-v0.3,mistralai/Mistral-7B-Instruct-v0.3,gender,31,1.0,0.9658846814494946
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,0,0.0,0.9820055354836902
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,1,0.02564102564102564,0.9696202278137207
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,2,0.05128205128205128,0.9690084457397461
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,3,0.07692307692307693,0.9519336876948252
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,4,0.10256410256410256,0.9283497333526611
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,5,0.1282051282051282,0.933178186416626
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,6,0.15384615384615385,0.9098938053783062
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,7,0.1794871794871795,0.8943166073749428
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,8,0.20512820512820512,0.8632663488388062
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,9,0.23076923076923078,0.8437631633140542
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,10,0.2564102564102564,0.8096303230303719
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,11,0.28205128205128205,0.8087689166527341
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,12,0.3076923076923077,0.7719271183013916
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,13,0.3333333333333333,0.751069188117981
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,14,0.358974358974359,0.7400190830230713
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,15,0.38461538461538464,0.7234883308410645
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,16,0.41025641025641024,0.7436065521005721
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,17,0.4358974358974359,0.7561271786689758
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,18,0.46153846153846156,0.7853005400479162
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,19,0.48717948717948717,0.814188469301967
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,20,0.5128205128205128,0.830670952796936
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,21,0.5384615384615384,0.8378111124038696
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,22,0.5641025641025641,0.8312950335389335
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,23,0.5897435897435898,0.8511595726013184
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,24,0.6153846153846154,0.8547880476460513
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,25,0.6410256410256411,0.8593036616263652
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,26,0.6666666666666666,0.8711642622947693
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,27,0.6923076923076923,0.8700606149471173
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,28,0.717948717948718,0.8640249371528625
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,29,0.7435897435897436,0.8669957518577576
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,30,0.7692307692307693,0.8632343329926928
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,31,0.7948717948717948,0.8613383173942566
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,32,0.8205128205128205,0.8598248958587646
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,33,0.8461538461538461,0.858697235584259
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,34,0.8717948717948718,0.8554168939590454
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,35,0.8974358974358975,0.8576103618609474
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,36,0.9230769230769231,0.8741578309724098
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,37,0.9487179487179487,0.8989208340644836
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,38,0.9743589743589743,0.9084594791209387
mistral,Mistral Small 3,24B,mistralai/Mistral-Small-24B-Base-2501,mistralai/Mistral-Small-24B-Instruct-2501,gender,39,1.0,0.9228037503723768
