model_a,model_b,layer,hidden_dim,cosine
meta-llama__Llama-2-13b-hf,mistralai__Mistral-Small-24B-Instruct-2501,36,5120,0.002477323869243264
meta-llama__Llama-2-13b-hf,mistralai__Mistral-Small-24B-Instruct-2501,37,5120,0.0012282616226002574
meta-llama__Llama-2-13b-hf,mistralai__Mistral-Small-24B-Instruct-2501,38,5120,0.009098179638385773
meta-llama__Llama-2-13b-hf,mistralai__Mistral-Small-24B-Instruct-2501,39,5120,0.011973781511187553
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,0,4096,-0.006498793140053749
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,1,4096,0.0070226299576461315
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,2,4096,0.012904997915029526
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,3,4096,0.010822263546288013
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,4,4096,-0.008046635426580906
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,5,4096,0.0016423221677541733
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,6,4096,-0.013451259583234787
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,7,4096,-0.004442922305315733
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,8,4096,0.01605365239083767
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,9,4096,0.03561441972851753
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,10,4096,0.039036475121974945
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,11,4096,0.029495054855942726
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,12,4096,0.03615741804242134
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,13,4096,0.03207924962043762
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,14,4096,0.027674846351146698
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,15,4096,0.015005864202976227
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,16,4096,0.0008500514086335897
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,17,4096,-0.020290540531277657
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,18,4096,-0.0005054553621448576
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,19,4096,-0.011725427582859993
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,20,4096,0.011619283817708492
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,21,4096,0.0011848389403894544
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,22,4096,0.004842438735067844
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,23,4096,0.001757376012392342
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,24,4096,0.002010330092161894
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,25,4096,0.017750581726431847
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,26,4096,0.0075997281819581985
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,27,4096,0.0014861800009384751
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,28,4096,0.0035296997521072626
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,29,4096,0.005995968356728554
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,30,4096,0.021059857681393623
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B,31,4096,0.01269485428929329
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,0,4096,-0.004372142720967531
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,1,4096,0.0029903980903327465
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,2,4096,0.008494921028614044
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,3,4096,0.005209266673773527
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,4,4096,-0.010606109164655209
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,5,4096,-0.0006219610222615302
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,6,4096,-0.012361550703644753
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,7,4096,-0.010740958154201508
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,8,4096,0.016294360160827637
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,9,4096,0.0317559540271759
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,10,4096,0.030650898814201355
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,11,4096,0.017008300870656967
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,12,4096,0.023355446755886078
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,13,4096,0.030851949006319046
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,14,4096,0.030950766056776047
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,15,4096,0.013235400430858135
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,16,4096,0.010767140425741673
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,17,4096,-0.005440906155854464
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,18,4096,0.00917082279920578
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,19,4096,-0.003305586753413081
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,20,4096,0.012918389402329922
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,21,4096,0.0012010583886876702
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,22,4096,0.005378688219934702
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,23,4096,0.000861337932292372
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,24,4096,0.0011862508254125714
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,25,4096,0.011523998342454433
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,26,4096,0.0026985174044966698
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,27,4096,-0.004721412435173988
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,28,4096,-0.003922939766198397
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,29,4096,0.0007190853939391673
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,30,4096,0.013162687420845032
meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-3.1-8B-Instruct,31,4096,0.010596347972750664
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,0,4096,0.004638672340661287
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,1,4096,0.01785949245095253
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,2,4096,0.00658969534561038
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,3,4096,0.006821218878030777
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,4,4096,-0.00706240301951766
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,5,4096,0.0038003157824277878
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,6,4096,-0.011998752132058144
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,7,4096,-0.004974487237632275
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,8,4096,-0.002669617533683777
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,9,4096,0.023061497136950493
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,10,4096,0.011342084035277367
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,11,4096,0.0017357580363750458
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,12,4096,0.017280777916312218
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,13,4096,0.017458975315093994
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,14,4096,0.027332905679941177
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,15,4096,0.03713470697402954
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,16,4096,0.027381109073758125
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,17,4096,0.01644735224545002
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,18,4096,0.036271244287490845
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,19,4096,0.03921240195631981
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,20,4096,0.03584815189242363
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,21,4096,0.030329950153827667
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,22,4096,0.03869083523750305
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,23,4096,0.03368031978607178
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,24,4096,0.03783354535698891
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,25,4096,0.04017941653728485
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,26,4096,0.03532905876636505
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,27,4096,0.02754978835582733
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,28,4096,0.02354653738439083
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,29,4096,0.02287924289703369
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,30,4096,0.01663586124777794
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-Instruct-v0.3,31,4096,-0.0050707426853477955
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,0,4096,0.0013899888144806027
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,1,4096,0.005964035168290138
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,2,4096,-0.0021989718079566956
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,3,4096,-0.00392918661236763
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,4,4096,0.01754085160791874
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,5,4096,0.0320231169462204
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,6,4096,0.0080929696559906
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,7,4096,0.0030271881259977818
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,8,4096,0.007151072379201651
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,9,4096,0.03649355471134186
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,10,4096,0.021468928083777428
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,11,4096,0.003796538570895791
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,12,4096,0.015922628343105316
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,13,4096,0.011829129420220852
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,14,4096,0.02549651637673378
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,15,4096,0.03811309114098549
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,16,4096,0.027118943631649017
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,17,4096,0.02393801137804985
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,18,4096,0.0444970428943634
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,19,4096,0.04620048776268959
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,20,4096,0.04386670142412186
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,21,4096,0.03619915619492531
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,22,4096,0.04336823895573616
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,23,4096,0.03406215459108353
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,24,4096,0.03746004030108452
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,25,4096,0.04028699919581413
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,26,4096,0.03742828592658043
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,27,4096,0.02795068360865116
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,28,4096,0.02638423815369606
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,29,4096,0.023705080151557922
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,30,4096,0.017406094819307327
meta-llama__Llama-2-7b-chat-hf,mistralai__Mistral-7B-v0.3,31,4096,-0.0023802577052265406
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,0,4096,-0.010477597825229168
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,1,4096,-0.0016242766287177801
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,2,4096,0.008932850323617458
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,3,4096,-0.000674169510602951
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,4,4096,-0.016126202419400215
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,5,4096,-0.002841966925188899
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,6,4096,-0.013992360793054104
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,7,4096,-0.017430434003472328
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,8,4096,0.003583451034501195
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,9,4096,0.028469983488321304
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,10,4096,0.03326166048645973
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,11,4096,0.024598753079771996
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,12,4096,0.031908776611089706
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,13,4096,0.033777687698602676
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,14,4096,0.027263283729553223
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,15,4096,0.027460670098662376
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,16,4096,0.0017960229888558388
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,17,4096,-0.021652236580848694
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,18,4096,-0.007359944749623537
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,19,4096,-0.017158333212137222
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,20,4096,0.008375370875000954
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,21,4096,-0.0002771574363578111
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,22,4096,0.005110671278089285
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,23,4096,0.0006968891248106956
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,24,4096,-0.003992870450019836
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,25,4096,0.0067456732504069805
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,26,4096,-0.0020223595201969147
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,27,4096,-0.006210014224052429
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,28,4096,-0.0028460202738642693
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,29,4096,-0.00028116541216149926
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,30,4096,0.011749384924769402
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B,31,4096,0.01500129234045744
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,0,4096,-0.0018505388870835304
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,1,4096,-0.008025026880204678
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,2,4096,0.008953386917710304
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,3,4096,-0.0017534137004986405
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,4,4096,-0.019923627376556396
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,5,4096,-0.0041396766901016235
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,6,4096,-0.012593808583915234
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,7,4096,-0.02054523676633835
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,8,4096,0.00958050973713398
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,9,4096,0.026208018884062767
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,10,4096,0.03261575102806091
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,11,4096,0.016924479976296425
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,12,4096,0.0240237545222044
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,13,4096,0.035456907004117966
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,14,4096,0.030826644971966743
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,15,4096,0.02830435149371624
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,16,4096,0.014400149695575237
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,17,4096,-0.006302585359662771
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,18,4096,0.0025419993326067924
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,19,4096,-0.007334575522691011
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,20,4096,0.012023751623928547
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,21,4096,1.0738149285316467e-06
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,22,4096,0.00596964918076992
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,23,4096,-0.0007828404195606709
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,24,4096,-0.004197498317807913
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,25,4096,0.0013326024636626244
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,26,4096,-0.0049159834161400795
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,27,4096,-0.009631714783608913
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,28,4096,-0.00755553413182497
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,29,4096,-0.0028790091164410114
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,30,4096,0.007105294615030289
meta-llama__Llama-2-7b-hf,meta-llama__Llama-3.1-8B-Instruct,31,4096,0.012869240716099739
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,0,4096,0.012156241573393345
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,1,4096,0.008954514749348164
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,2,4096,-0.0029617089312523603
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,3,4096,0.009621077217161655
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,4,4096,-0.0045837820507586
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,5,4096,0.0008981900755316019
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,6,4096,-0.014334503561258316
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,7,4096,0.0033585550263524055
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,8,4096,0.008935519494116306
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,9,4096,0.029179850593209267
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,10,4096,0.027386721223592758
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,11,4096,0.015839288011193275
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,12,4096,0.018534744158387184
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,13,4096,0.010534530505537987
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,14,4096,0.026517217978835106
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,15,4096,0.026045843958854675
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,16,4096,0.033339451998472214
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,17,4096,0.021079713478684425
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,18,4096,0.030860567465424538
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,19,4096,0.035217929631471634
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,20,4096,0.03493496775627136
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,21,4096,0.026014918461441994
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,22,4096,0.03296325355768204
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,23,4096,0.027934163808822632
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,24,4096,0.03222735598683357
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,25,4096,0.035487543791532516
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,26,4096,0.036912284791469574
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,27,4096,0.025355475023388863
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,28,4096,0.022406207397580147
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,29,4096,0.019028259441256523
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,30,4096,0.014402788132429123
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-Instruct-v0.3,31,4096,-0.009513763710856438
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,0,4096,0.009090802632272243
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,1,4096,-0.005959787406027317
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,2,4096,-0.004401911981403828
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,3,4096,-0.0025860248133540154
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,4,4096,0.0138454744592309
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,5,4096,0.02501041069626808
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,6,4096,0.0075174844823777676
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,7,4096,0.005091854836791754
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,8,4096,0.013852748088538647
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,9,4096,0.03818897902965546
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,10,4096,0.03414081037044525
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,11,4096,0.01882830075919628
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,12,4096,0.021575547754764557
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,13,4096,0.007901608012616634
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,14,4096,0.02544659748673439
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,15,4096,0.022560549899935722
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,16,4096,0.0262332521378994
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,17,4096,0.022981509566307068
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,18,4096,0.03757981210947037
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,19,4096,0.038153763860464096
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,20,4096,0.04294762760400772
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,21,4096,0.02995939552783966
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,22,4096,0.03616313263773918
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,23,4096,0.028707275167107582
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,24,4096,0.032925184816122055
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,25,4096,0.0357387475669384
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,26,4096,0.037454210221767426
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,27,4096,0.022817092016339302
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,28,4096,0.02256782352924347
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,29,4096,0.017179513350129128
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,30,4096,0.011517420411109924
